date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:26	776/776	---M-Z	200	added ('OK')	text/css	etag:%22308-68e696fa-cd8e7d92be5fa5c0;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=2.5.2	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor16b9.css	(from https://kaabworldwidetarot.shop/)
23:00:26	53644/53644	---M-Z	200	added ('OK')	text/css	etag:%22d18c-69394359-2cc8f6dd8b2f6ea9;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/frontend.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:27	10462/10462	---M-Z	200	added ('OK')	text/css	etag:%2228de-698289f6-297aa67091ce6efe;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-8.css?ver=1770162678	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-83858.css	(from https://kaabworldwidetarot.shop/)
23:00:27	214/214	---M--	200	added ('OK')	text/css	etag:%22d6-69394359-50d25f7689f424a7;;;%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-image.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:27	130/130	---M--	200	added ('OK')	text/css	etag:%2282-69394359-77744cf0a5a05103;;;%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:27	560/560	---M-Z	200	added ('OK')	text/css	etag:%22230-69394359-1748cfa068e282b0;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-heading.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:27	10430/10430	---M-Z	200	added ('OK')	text/css	etag:%2228be-69394359-e592d0e4153d433f;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-icon-list.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:28	106/106	---M--	200	added ('OK')	text/css	etag:%226a-69394359-e1cb35d405091a0c;;;%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:28	753/753	---M-Z	200	added ('OK')	text/css	etag:%222f1-69394359-3d4e56b3b8a93d2e;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.33.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-counter.min37de.css	(from https://kaabworldwidetarot.shop/)
23:00:28	16470/16470	---M-Z	200	added ('OK')	text/css	etag:%224056-68ac50e6-db01f31014b1237;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min.css?ver=8.4.5	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min94a4.css	(from https://kaabworldwidetarot.shop/)
23:00:28	252904/252904	---M-Z	200	added ('OK')	text/css	etag:%223dbe8-698289f7-ec9988bf0c0f2059;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-56.css?ver=1770162679	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-56a060.css	(from https://kaabworldwidetarot.shop/)
23:00:29	12124/12124	---M-Z	200	added ('OK')	text/css	etag:%222f5c-698289f7-b26c30e48663b245;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-40.css?ver=1770162679	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-40a060.css	(from https://kaabworldwidetarot.shop/)
23:00:29	17410/17410	---M-Z	200	added ('OK')	text/css	etag:%224402-698289f7-48116cba29dfe70a;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-48.css?ver=1770162679	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/css/post-48a060.css	(from https://kaabworldwidetarot.shop/)
23:00:29	1227/1227	---M-Z	200	added ('OK')	text/css	etag:%224cb-698289f3-36913a4109f0175c;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/popup-builder-block/build/compatibility/frontend.css?ver=3d448a7df93bfa355643	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/popup-builder-block/build/compatibility/frontendc144.css	(from https://kaabworldwidetarot.shop/)
23:00:29	44907/44907	---M-Z	200	added ('OK')	text/css	etag:%22af6b-68ac50e6-b21aecb10989cdef;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=1.9.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.minc801.css	(from https://kaabworldwidetarot.shop/)
23:00:29	31211/31211	---M-Z	200	added ('OK')	text/css	etag:%2279eb-68ac50e6-b76d28970a9820ec;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=1.9.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.minc801.css	(from https://kaabworldwidetarot.shop/)
23:00:30	277962/277962	---M-Z	200	added ('OK')	text/css	etag:%2243dca-68ac50e6-8705343bc23cbaaf;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=1.9.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/qi-addons-for-elementor/assets/css/main.minc801.css	(from https://kaabworldwidetarot.shop/)
23:00:30	4719/4719	---M-Z	200	added ('OK')	text/css	etag:%22126f-68ac50e7-8106b0c6334aac4b;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/metform/public/assets/lib/cute-alert/style.css?ver=4.0.5	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/metform/public/assets/lib/cute-alert/style631d.css	(from https://kaabworldwidetarot.shop/)
23:00:30	22474/22474	---M-Z	200	added ('OK')	text/css	etag:%2257ca-68ac50e7-8d1bc76d66c7210f;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=4.0.5	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/metform/public/assets/css/text-editor631d.css	(from https://kaabworldwidetarot.shop/)
23:00:31	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-689af2e7-b6dfaf2edd88ce;gz%22	https://kaabworldwidetarot.shop/wp-includes/css/dashicons.min.css?ver=6.8.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-includes/css/dashicons.min32d4.css	(from https://kaabworldwidetarot.shop/)
23:00:31	5456/5456	---M-Z	200	added ('OK')	text/css	etag:%221550-68ac5560-994c07c1337f33b5;gz%22	https://kaabworldwidetarot.shop/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/themes/hello-elementor/assets/css/resetedb1.css	(from https://kaabworldwidetarot.shop/)
23:00:31	25692/25692	---M-Z	200	added ('OK')	text/css	etag:%22645c-694d4181-14685c3a756c575a;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/wp-ultimate-review/assets/public/css/content-page.css?ver=2.3.7	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/wp-ultimate-review/assets/public/css/content-pagec0b8.css	(from https://kaabworldwidetarot.shop/)
23:00:31	5097/5097	---M-Z	200	added ('OK')	text/css	etag:%2213e9-68ac5560-dcc8ee3b0841672a;gz%22	https://kaabworldwidetarot.shop/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/themes/hello-elementor/assets/css/themeedb1.css	(from https://kaabworldwidetarot.shop/)
23:00:31	7182/7182	---M-Z	200	added ('OK')	text/css	etag:%221c0e-68ac5560-d8c6be0218928c56;gz%22	https://kaabworldwidetarot.shop/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/themes/hello-elementor/assets/css/header-footeredb1.css	(from https://kaabworldwidetarot.shop/)
23:00:31	21256/21256	---M-Z	200	added ('OK')	text/css	etag:%225308-69394359-43fb0dad1357fdcc;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://kaabworldwidetarot.shop/)
23:00:32	10430/10430	---M-Z	200	added ('OK')	text/css	etag:%2228be-69394359-e592d0e4153d433f;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://kaabworldwidetarot.shop/)
23:00:32	5110/5110	---M-Z	200	added ('OK')	text/css	etag:%2213f6-69394359-604a041da1aa134c;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://kaabworldwidetarot.shop/)
23:00:32	732/732	---M-Z	200	added ('OK')	text/css	etag:%222dc-69394359-64741ab8f3863b13;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://kaabworldwidetarot.shop/)
23:00:32	72184/72184	---M-Z	200	added ('OK')	text/css	etag:%22119f8-69394359-8b706ea5ab50787;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://kaabworldwidetarot.shop/)
23:00:33	727/727	---M-Z	200	added ('OK')	text/css	etag:%222d7-69394359-a1920c05f0c1d414;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://kaabworldwidetarot.shop/)
23:00:33	461946/461946	---M-Z	200	added ('OK')	text/css	etag:%2270c7a-68ac50e3-f915e3f51d2d7973;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.6.1	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesa7a0.css	(from https://kaabworldwidetarot.shop/)
23:00:33	30347/30347	---M-Z	200	added ('OK')	text/css	etag:%22768b-68ac50e3-fad1fbb23c5cef71;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.6.1	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsivea7a0.css	(from https://kaabworldwidetarot.shop/)
23:00:35	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Feb%202026%2017:30:34%20GMT	http://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1756123778	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/roboto.27200c.delayed	(from https://kaabworldwidetarot.shop/)
23:00:35	104130/104130	---M-Z	200	added ('OK')	text/css	etag:%22196c2-68ac5282-f5bdd7e2dddafb24;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1756123778	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/roboto200c.css	(from https://kaabworldwidetarot.shop/)
23:00:36	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Feb%202026%2017:30:36%20GMT	http://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1756123883	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/robotoslabc97c.css	(from https://kaabworldwidetarot.shop/)
23:00:36	24408/24408	---M-Z	200	added ('OK')	text/css	etag:%225f58-68ac52eb-fbd10b9f970920b2;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1756123883	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/robotoslabc97c.css	(from https://kaabworldwidetarot.shop/)
23:00:36	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Feb%202026%2017:30:36%20GMT	http://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/plusjakartasans.css?ver=1756123884	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/plusjakartasans931a.css	(from https://kaabworldwidetarot.shop/)
23:00:36	24794/24794	---M-Z	200	added ('OK')	text/css	etag:%2260da-68ac52ec-afc9b878f22b5835;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/plusjakartasans.css?ver=1756123884	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/plusjakartasans931a.css	(from https://kaabworldwidetarot.shop/)
23:00:36	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Feb%202026%2017:30:37%20GMT	http://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1756124099	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/playfairdisplay73ff.css	(from https://kaabworldwidetarot.shop/)
23:00:37	20940/20940	---M-Z	200	added ('OK')	text/css	etag:%2251cc-68ac53c3-8c21380871bbf782;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1756124099	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/elementor/google-fonts/css/playfairdisplay73ff.css	(from https://kaabworldwidetarot.shop/)
23:00:37	124992/124992	---M-Z	200	added ('OK')	text/css	etag:%221e840-68ac50e3-8876a2c28900163c;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.6.1	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsa7a0.css	(from https://kaabworldwidetarot.shop/)
23:00:37	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-689af2e7-93189a14d9d52993;gz%22	https://kaabworldwidetarot.shop/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-includes/js/jquery/jquery.minf43b.js	(from https://kaabworldwidetarot.shop/)
23:00:37	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-689af2e7-79a47d6f3bf44e59;gz%22	https://kaabworldwidetarot.shop/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://kaabworldwidetarot.shop/)
23:00:37	2341/2341	---M-Z	200	added ('OK')	application/x-javascript	etag:%22925-6933ef99-e82205de494ebf60;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/wp-social/assets/js/front-main.js?ver=3.1.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/wp-social/assets/js/front-mainaeb9.js	(from https://kaabworldwidetarot.shop/)
23:00:38	459/459	---M-Z	200	added ('OK')	application/x-javascript	etag:%221cb-6933ef99-d65b9704e61685f8;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/wp-social/assets/js/social-front.js?ver=3.1.4	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/wp-social/assets/js/social-frontaeb9.js	(from https://kaabworldwidetarot.shop/)
23:00:38	3962/3962	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f7a-694d4181-a074a3f79c0b1d62;gz%22	https://kaabworldwidetarot.shop/wp-content/plugins/wp-ultimate-review/assets/public/script/content-page.js?ver=2.3.7	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/plugins/wp-ultimate-review/assets/public/script/content-pagec0b8.js	(from https://kaabworldwidetarot.shop/)
23:00:39	226244/226244	---MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Feb%202026%2017:30:39%20GMT	https://kaabworldwidetarot.shop/wp-json/wp/v2/pages/56	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-json/wp/v2/pages/56.json	(from https://kaabworldwidetarot.shop/)
23:00:39	546930/546930	---MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Feb%202026%2017:30:39%20GMT	https://kaabworldwidetarot.shop/wp-json/	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-json/index.html	(from https://kaabworldwidetarot.shop/)
23:00:39	853/853	---M-Z	200	added ('OK')	text/xml	date:Fri,%2006%20Feb%202026%2017:30:39%20GMT	https://kaabworldwidetarot.shop/xmlrpc.php?rsd	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/xmlrpc0db0.php	(from https://kaabworldwidetarot.shop/)
23:00:39	2441/2441	---M-Z	200	added ('OK')	application/json	date:Fri,%2006%20Feb%202026%2017:30:39%20GMT	https://kaabworldwidetarot.shop/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkaabworldwidetarot.shop%2F	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-json/oembed/1.0/embed471f.json	(from https://kaabworldwidetarot.shop/)
23:00:39	2626/2626	---M-Z	200	added ('OK')	text/xml	date:Fri,%2006%20Feb%202026%2017:30:40%20GMT	https://kaabworldwidetarot.shop/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkaabworldwidetarot.shop%2F&format=xml	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-json/oembed/1.0/embed6687	(from https://kaabworldwidetarot.shop/)
23:00:40	10738/10738	---M--	200	added ('OK')	image/webp	etag:%2229f2-697f867a-b6d2bf43bca525dc;;;%22	https://kaabworldwidetarot.shop/wp-content/uploads/2025/08/ngs-1.webp	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/2025/08/ngs-1.webp	(from https://kaabworldwidetarot.shop/)
23:00:40	28891/28891	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2017:30:40%20GMT	https://kaabworldwidetarot.shop/wp-content/uploads/2025/08/2-1024x1024.png	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/2025/08/2-1024x1024.png	(from https://kaabworldwidetarot.shop/)
23:00:40	16756/16756	---M--	200	added ('OK')	image/webp	etag:%224174-697f5a55-b6edce5879e53b3c;;;%22	https://kaabworldwidetarot.shop/wp-content/uploads/2026/02/i.webp	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/2026/02/i.webp	(from https://kaabworldwidetarot.shop/)
23:00:40	28934/28934	---M-Z	200	added ('OK')	text/plain	etag:%227106-690f020e-3995942022ed807e;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/2025/11/growth-progress-development-icon-concept_53876-15832.avif	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/2025/11/growth-progress-development-icon-concept_53876-15832.avif	(from https://kaabworldwidetarot.shop/)
23:00:40	17211/17211	---M-Z	200	added ('OK')	text/plain	etag:%22433b-690f020e-27eba6b08444f69a;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/2025/11/holographic-display-spelling-out-success-floats-outstretched-hand_521449-871.avif	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/2025/11/holographic-display-spelling-out-success-floats-outstretched-hand_521449-871.avif	(from https://kaabworldwidetarot.shop/)
23:00:41	147378/147378	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Feb%202026%2017:30:41%20GMT	https://kaabworldwidetarot.shop/about-us/	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/about-us/index.html	(from https://kaabworldwidetarot.shop/)
23:00:42	25363/25363	---M-Z	200	added ('OK')	text/plain	etag:%226313-68aeeae5-d7d81972227a7740;gz%22	https://kaabworldwidetarot.shop/wp-content/uploads/2025/08/target-strategy-digital-marketing-social-media-tiny-people-with-phone-megaphone_1029473-728519.avif	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/wp-content/uploads/2025/08/target-strategy-digital-marketing-social-media-tiny-people-with-phone-megaphone_1029473-728519.avif	(from https://kaabworldwidetarot.shop/)
23:00:42	168730/168730	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Feb%202026%2017:30:41%20GMT	https://kaabworldwidetarot.shop/our-team/	D:/idris/New-Site/kaabworldwidetarot-local/kaabworldwidetarot.shop/our-team/index.html	(from https://kaabworldwidetarot.shop/)
